quad_id,scale,manual_excluded_50m,n_available_pixels,sample_index,mean_reflectance,pc1
sub50_1,50m,FALSE,175140,144698,0.24851285988726646,8.471930682438446
sub50_1,50m,FALSE,175140,34286,0.23573793298449397,19.323035413113224
sub50_1,50m,FALSE,175140,134451,0.22105791425132307,4.095575008964743
sub50_1,50m,FALSE,175140,47781,0.16018183059482413,-15.94010869394725
sub50_1,50m,FALSE,175140,69723,0.23493611727925864,1.5615433790171014
sub50_1,50m,FALSE,175140,49099,0.2791198126371365,8.134752235623312
sub50_1,50m,FALSE,175140,144567,0.25790412556226094,5.83996338747545
sub50_1,50m,FALSE,175140,108143,0.2911239565650294,11.279991656341517
sub50_1,50m,FALSE,175140,7411,0.16166626488836097,-16.22829611028956
sub50_1,50m,FALSE,175140,86471,0.24810609246088453,4.290495018958075
sub50_1,50m,FALSE,175140,48138,0.24968024190853944,0.5790643106780924
sub50_1,50m,FALSE,175140,116149,0.24253820024492326,-0.9836227379753282
sub50_1,50m,FALSE,175140,86722,0.29089925786064674,8.63036963941819
sub50_1,50m,FALSE,175140,90786,0.18717788740576916,-12.587998714491176
sub50_1,50m,FALSE,175140,64123,0.24619118401334306,-3.9507109302558256
sub50_1,50m,FALSE,175140,39023,0.272285688052739,24.19461878119361
sub50_1,50m,FALSE,175140,152982,0.18282660063017497,-8.816300018537987
sub50_1,50m,FALSE,175140,132011,0.29147924107214634,11.194916089073764
sub50_1,50m,FALSE,175140,102316,0.24035670089512323,-1.2161513266314488
sub50_1,50m,FALSE,175140,16384,0.24907074794788991,4.348009491164223
sub50_1,50m,FALSE,175140,9097,0.21937815447083928,-1.4286008559722698
sub50_1,50m,FALSE,175140,161769,0.2826969235642882,11.799568119914035
sub50_1,50m,FALSE,175140,92271,0.2538934149740895,3.498521931689075
sub50_1,50m,FALSE,175140,151469,0.27413222323795244,4.237478903484837
sub50_1,50m,FALSE,175140,50581,0.2758451199759383,12.796104444137717
sub50_1,50m,FALSE,175140,97227,0.273882175726462,5.747510251895053
sub50_1,50m,FALSE,175140,125116,0.3153676581684469,20.120674864283718
sub50_1,50m,FALSE,175140,537,0.2730877786135871,5.275126259512225
sub50_1,50m,FALSE,175140,89717,0.2726091305486673,9.790848257287779
sub50_1,50m,FALSE,175140,83972,0.27499993989043986,9.569652173828134
sub50_1,50m,FALSE,175140,28253,0.25947927063223253,8.486371654939205
sub50_1,50m,FALSE,175140,160194,0.24569279512713763,14.468557718494948
sub50_1,50m,FALSE,175140,29751,0.2725638751371587,13.903011985440099
sub50_1,50m,FALSE,175140,123762,0.30965284803066373,18.634170047251793
sub50_1,50m,FALSE,175140,17442,0.21797665457957047,-2.4519892074518546
sub50_1,50m,FALSE,175140,11171,0.26161175403620834,0.67074345681741
sub50_1,50m,FALSE,175140,96631,0.3317142554735842,18.98594067173647
sub50_1,50m,FALSE,175140,17808,0.2365051879247358,9.04714117400688
sub50_1,50m,FALSE,175140,69252,0.26163380117394214,7.52642822138588
sub50_1,50m,FALSE,175140,30182,0.285403342240236,18.449975723704434
sub50_1,50m,FALSE,175140,152768,0.29860482646598796,16.11823909408559
sub50_1,50m,FALSE,175140,8944,0.19781473596880506,-7.145922992376427
sub50_1,50m,FALSE,175140,42994,0.1980545425725993,-9.023766675564303
sub50_1,50m,FALSE,175140,120502,0.2401009172447457,8.815304154105721
sub50_1,50m,FALSE,175140,93526,0.21660010515104147,-2.362641689520919
sub50_1,50m,FALSE,175140,106032,0.1942445475315629,-8.540187757015026
sub50_1,50m,FALSE,175140,5651,0.12391417811447678,-16.954909038108866
sub50_1,50m,FALSE,175140,93758,0.2841424559635564,7.726477433392684
sub50_1,50m,FALSE,175140,77209,0.2531942307240953,5.855983580345187
sub50_1,50m,FALSE,175140,113278,0.3253346529350547,18.23618715052023
sub50_1,50m,FALSE,175140,162224,0.16377024521881883,-15.209252508934886
sub50_1,50m,FALSE,175140,128018,0.2805794301050261,15.72400789347005
sub50_1,50m,FALSE,175140,44236,0.23086929287422786,5.283616915223542
sub50_1,50m,FALSE,175140,111357,0.20442155518853836,-10.67930100188033
sub50_1,50m,FALSE,175140,88409,0.24283685344309847,1.8171796481451692
sub50_1,50m,FALSE,175140,72543,0.26849457367577334,10.893027531415134
sub50_1,50m,FALSE,175140,91447,0.27610176834008415,12.73373315668075
sub50_1,50m,FALSE,175140,137635,0.30500400191834887,15.690811651307952
