scale,quad_id,n_pixels,sample_rule,rule_type,rule_value,sample_size,sample_fraction,bootstrap_iter,spectral_entropy,pair_method,pair_count_used,rule_label,rule_axis_label,sample_label,plot_sample_label,selection_note,source_method,source_entropy,scale_quad
10m,1104_b,9423,pct_2,percent,0.02,188,0.01995118327496551,36,2.8593875170457768,all_pairs_within_sample,17578,2% of pixels,2%,2% of pixels = 188 pixels (2.0%),"2%
188 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_2,percent,0.02,188,0.01995118327496551,37,2.750339695969522,all_pairs_within_sample,17578,2% of pixels,2%,2% of pixels = 188 pixels (2.0%),"2%
188 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_2,percent,0.02,188,0.01995118327496551,38,2.770735308623778,all_pairs_within_sample,17578,2% of pixels,2%,2% of pixels = 188 pixels (2.0%),"2%
188 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_2,percent,0.02,188,0.01995118327496551,39,2.822180005468186,all_pairs_within_sample,17578,2% of pixels,2%,2% of pixels = 188 pixels (2.0%),"2%
188 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_2,percent,0.02,188,0.01995118327496551,40,2.819970435654621,all_pairs_within_sample,17578,2% of pixels,2%,2% of pixels = 188 pixels (2.0%),"2%
188 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_2,percent,0.02,188,0.01995118327496551,41,2.8205407648288476,all_pairs_within_sample,17578,2% of pixels,2%,2% of pixels = 188 pixels (2.0%),"2%
188 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_2,percent,0.02,188,0.01995118327496551,42,2.7973624853796397,all_pairs_within_sample,17578,2% of pixels,2%,2% of pixels = 188 pixels (2.0%),"2%
188 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_2,percent,0.02,188,0.01995118327496551,43,2.798638894661594,all_pairs_within_sample,17578,2% of pixels,2%,2% of pixels = 188 pixels (2.0%),"2%
188 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_2,percent,0.02,188,0.01995118327496551,44,2.88640481288303,all_pairs_within_sample,17578,2% of pixels,2%,2% of pixels = 188 pixels (2.0%),"2%
188 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_2,percent,0.02,188,0.01995118327496551,45,2.8773875864468654,all_pairs_within_sample,17578,2% of pixels,2%,2% of pixels = 188 pixels (2.0%),"2%
188 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_2,percent,0.02,188,0.01995118327496551,46,2.820220599211102,all_pairs_within_sample,17578,2% of pixels,2%,2% of pixels = 188 pixels (2.0%),"2%
188 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_2,percent,0.02,188,0.01995118327496551,47,2.8547778004536557,all_pairs_within_sample,17578,2% of pixels,2%,2% of pixels = 188 pixels (2.0%),"2%
188 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_2,percent,0.02,188,0.01995118327496551,48,2.833346368409538,all_pairs_within_sample,17578,2% of pixels,2%,2% of pixels = 188 pixels (2.0%),"2%
188 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_2,percent,0.02,188,0.01995118327496551,49,2.8571366394363173,all_pairs_within_sample,17578,2% of pixels,2%,2% of pixels = 188 pixels (2.0%),"2%
188 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_2,percent,0.02,188,0.01995118327496551,50,2.86762239866694,all_pairs_within_sample,17578,2% of pixels,2%,2% of pixels = 188 pixels (2.0%),"2%
188 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,1,2.8568052023625112,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,2,2.808536873832316,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,3,2.8342202217615307,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,4,2.8642017012265732,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,5,2.8339611698673615,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,6,2.8077000972615838,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,7,2.87302191122547,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,8,2.8822001075137016,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,9,2.8320596577114836,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,10,2.9129818807037875,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,11,2.8402763085336047,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,12,2.869472216226751,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,13,2.860472780849228,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,14,2.8822626553767785,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,15,2.8228681746661723,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,16,2.8471750736228203,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,17,2.838259983113625,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,18,2.8434091009412414,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,19,2.848700154514382,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,20,2.7889531176815505,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,21,2.9709765077306876,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,22,2.8414664849507965,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,23,2.8382431790651133,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,24,2.900378381074135,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,25,2.7940358618738554,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,26,2.80765853431096,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,27,2.906207600105963,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,28,2.869723093093521,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,29,2.871884678103529,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,30,2.8934217123780828,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,31,2.8081264518432327,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,32,2.85752107077901,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,33,2.930347457355469,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,34,2.897344956334589,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,35,2.864283593925654,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,36,2.8755469801059688,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,37,2.91381231286961,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,38,2.81178761852213,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,39,2.8797550411493327,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,40,2.84457293439467,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,41,2.810885903136277,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,42,2.8515743882331304,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,43,2.9062697607318926,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,44,2.9191018723063933,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,45,2.78122541863604,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,46,2.79248516721059,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,47,2.8687413670163027,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,48,2.8835218374841767,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,49,2.934129523433238,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
10m,1104_b,9423,pct_3,percent,0.03,283,0.030032898227740634,50,2.897249402711849,all_pairs_within_sample,39903,3% of pixels,3%,3% of pixels = 283 pixels (3.0%),"3%
283 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.85896810854118,"10m / 1104_b
n = 9,423 px"
