"Name","n_pixels","boot_1","boot_2","boot_3","boot_4","boot_5","boot_6","boot_7","boot_8","boot_9","boot_10","boot_mean","boot_sd","boot_cv","boot_median","boot_min","boot_max"
"1209",31296,2.44255865323507,2.42994775858428,2.42502471849642,2.44576755846429,2.43317129002851,2.43301237381759,2.43992271240735,2.4486720209264,2.42489546799561,2.43088777032733,2.43538603242829,0.00796290662772363,0.00326966917018241,2.43301237381759,0.00326966917018241,2.4486720209264
"121",31612,2.90409973167827,2.2206018366398,2.92058273679971,2.88787505784379,2.21090598977845,2.91053585844794,2.92063858874129,2.8971522689347,2.8895895894133,2.91225542150828,2.76742370797855,0.276054124321805,0.0997513042639385,2.8895895894133,0.0997513042639385,2.92063858874129
"1210",24534,2.46082946999725,3.10880238294181,2.43961981708459,2.43116138527696,2.44385729251235,2.43169772131405,2.46509331058567,2.42964212499545,2.42385737245768,2.44709687024251,2.50816577474083,0.200617732959222,0.079985834660371,2.43961981708459,0.079985834660371,3.10880238294181
"1217",9535,2.85202671702233,2.8793280802737,2.85303400686208,2.87047867303629,2.85618639697274,2.84678903751839,2.8655458937994,2.85687188507018,2.86560309026585,2.87992790635003,2.8625791687171,0.0108953461423048,0.00380612919334131,2.85687188507018,0.00380612919334131,2.87992790635003
"1218",13659,2.70210893531487,2.6859075255997,2.67308850409024,2.69704035132928,2.70247085336612,2.72032704942874,2.69967077232379,2.70140854479259,2.67817859230643,2.67946825254843,2.69396693811002,0.0137519749448293,0.00510473040715084,2.69396693811002,0.00510473040715084,2.72032704942874
"122",30609,2.8264784071434,2.88333435265411,2.81708160877524,2.8094413907794,2.80271034503182,2.79572032916264,2.82426062558268,2.82248913712393,2.8274543314647,2.81902626587998,2.82279967935979,0.0225036168440941,0.00797209132785431,2.81902626587998,0.00797209132785431,2.88333435265411
"1222",25961,2.3653164420168,2.35258309143679,2.35974338834099,3.02503338581469,3.02048444490735,2.34355762541798,2.35729192674877,3.05502114796658,3.02897709131786,2.36260570846132,2.62706142524291,0.331095698931737,0.126032720723735,2.36260570846132,0.126032720723735,3.05502114796658
"1223",28766,2.36834336258509,3.01643729953532,3.02495061676761,3.03203438484289,2.34879717136883,3.03371965446769,3.04251679264774,3.02078988374172,3.04354630652128,3.03202429428789,2.89631597667661,0.269029576969594,0.0928868186813974,3.02078988374172,0.0928868186813974,3.04354630652128
"1224",27696,2.92736001960493,2.91788143063096,2.9249950223469,2.92670361100909,2.92657191392417,2.94176073612814,2.93101725289833,2.95212289989969,2.93914016782494,2.90747354293478,2.92950265972019,0.0119112545763071,0.00406596475916659,2.92670361100909,0.00406596475916659,2.95212289989969
"123",29273,2.31877930641358,2.33072873684308,2.38238735946511,2.33262106381166,2.33128051624009,2.38289353485868,2.34920389516818,2.34410503761949,2.33330795989992,2.31881782505422,2.3424125235374,0.0220002820125016,0.00939214668271918,2.33262106381166,0.00939214668271918,2.38289353485868
"124",27570,2.42937645420175,2.46056465826446,2.41174887648641,2.43692642279799,2.42467884673444,2.4619017706012,2.41370256046923,2.44976129880008,3.10444712134371,2.43195092197188,2.50250589316712,0.20132796607459,0.0804505462401902,2.43195092197188,0.0804505462401902,3.10444712134371
"13",30538,2.31155005414979,2.30083519608773,2.27775145118002,2.32022400155641,2.33655529605759,2.32256558909535,2.31185191685996,2.31772163717384,2.99485243557531,2.30427700721436,2.37981845849504,0.205539890570124,0.0863678865236237,2.31185191685996,0.0863678865236237,2.99485243557531
"1300",26680,2.41606911510007,2.40410587771986,2.39854534737762,2.39854962589297,2.42275380961645,2.39849576218499,2.44156550298084,2.41491651489552,3.10341674398838,2.39697495881459,2.47953932585713,0.208395947501079,0.0840462360600151,2.40410587771986,0.0840462360600151,3.10341674398838
