"","Name","spectral_entropy"
"373","711",1.41876127411259
"374","712",1.96300822583916
"375","713",1.60720721787288
"376","714",1.8035103544025
"377","715",1.62705609486064
"378","716",1.53390703919603
"379","717",1.61551074718796
"380","718",1.44591118429103
"381","719",1.34926769113739
"382","720",1.37390532368065
"383","721",1.52412887737999
"384","722",1.52814668745092
"385","723",1.42860561479106
"386","724",1.35829541617325
"387","8",1.4796651270001
"388","800",1.83190763477216
"389","801",1.80272224809708
"390","802",1.64412718930537
"391","803",1.63645849995538
"392","804",1.82799558626082
"393","805",1.56120343133629
"394","806",1.59597931092878
"395","807",1.49990067453682
"396","808",1.65346414775681
"397","809",1.5509185762245
"398","810",1.53889256448064
"399","811",1.58805069137975
"400","812",1.83886608486662
"401","813",1.55110515339781
"402","814",1.75873591810009
"403","815",1.72148645858847
"404","816",1.57801178624989
"405","817",1.78749321454534
"406","818",1.54473117536819
"407","819",1.47041576025878
"408","820",1.32211740314864
"409","821",1.49561183106543
"410","822",1.47832740436256
"411","823",1.43501659121918
"412","824",1.45479197910012
"413","9",1.56833147248741
"414","900",1.76089108204231
"415","901",1.67227781620566
"416","902",1.5811752637997
"417","903",1.57033717494112
"418","904",1.60103859301101
"419","905",1.70753843251259
"420","906",1.54400058806277
"421","907",1.46397454797234
"422","910",1.56450147815567
"423","911",1.47954681719171
"424","912",1.68346809954657
"425","913",1.62472600816795
"426","914",1.74409157157038
"427","915",1.72041881503042
"428","916",1.63958514152278
"429","917",1.77611863919109
"430","918",1.83683340287925
"431","919",1.61368703232589
"432","920",1.5169591482777
"433","921",1.38953196264887
"434","922",1.53540665572094
"435","923",1.46042204148697
"436","924",1.56832159291528
