"quad_id","n_pixels","manual_excluded","metric_method","pca_euclidean_mean","pca_euclidean_median","pca_euclidean_sd","rao_q_pca","rao_q_distance","alpha_hull_area","alpha_hull_method","alpha_hull_n_points","alpha_hull_alpha","pca_convex_hull_area","pca_hull_volume_3d","pca_hull_area_3d","pca_hull_3d_method","pca_hull_3d_n_points","sa_n_pixels","sa_n_pairs","sa_method","sa_entropy","sa_exact_entropy","sa_boot_mean","sa_boot_sd","sa_boot_cv","sa_boot_median","sa_boot_min","sa_boot_max","scale"
"sub50_19",200918,FALSE,"all_pixels",11.2713195834184,10.1652199437965,6.23565635075574,331.851723495036,"squared_euclidean_pc1_pc3",1175.91763038573,"sampled_pixels",10000,1,2494.03070947693,36636.2095650157,7984.05724841545,"sampled_pixels",10000,200918,20183920903,"bootstrap_mean",2.88118984673403,NA,2.88118984673403,0.011414285337993,0.00396165679638628,2.88088282543183,2.85918180513413,2.90679624838874,"50m"
"sub50_2",164543,FALSE,"all_pixels",8.16178411090156,7.4585651913912,4.42266305702714,172.349099029138,"squared_euclidean_pc1_pc3",647.299104134719,"sampled_pixels",10000,1,1451.83876517138,15120.8978039719,3835.12918770967,"sampled_pixels",10000,164543,13537117153,"bootstrap_mean",2.82444802259305,NA,2.82444802259305,0.0131776024154964,0.00466554962601097,2.82720005548678,2.79187979695483,2.85999868922072,"50m"
"sub50_20",181089,FALSE,"all_pixels",9.20020064894939,8.42288164395681,6.09978947571642,243.701836328197,"squared_euclidean_pc1_pc3",801.008785653374,"sampled_pixels",10000,1,4119.21644390432,45557.2354855666,10281.8830967455,"sampled_pixels",10000,181089,16396522416,"bootstrap_mean",2.89709910251268,NA,2.89709910251268,0.0150327871805639,0.00518891023352493,2.89711501360961,2.85001963828181,2.93071361601141,"50m"
"sub50_21",185088,FALSE,"all_pixels",8.27668521896421,7.59783828924324,4.54726224379587,178.362000820071,"squared_euclidean_pc1_pc3",733.264833366954,"sampled_pixels",10000,1,2059.74988099735,20163.8618901782,5129.25225986272,"sampled_pixels",10000,185088,17128691328,"bootstrap_mean",2.82413726619757,NA,2.82413726619757,0.012964901620898,0.00459074768640901,2.82264436270208,2.80076848170975,2.85050691838724,"50m"
"sub50_22",159220,FALSE,"all_pixels",7.68721476621342,7.20219803550135,3.90182256196241,148.634789098845,"squared_euclidean_pc1_pc3",595.551936079027,"sampled_pixels",10000,1,1317.17301117809,13053.6554691795,3725.11333619625,"sampled_pixels",10000,159220,12675424590,"bootstrap_mean",2.9327514465544,NA,2.9327514465544,0.0112169454781673,0.00382471739681374,2.933430480293,2.90281903971352,2.95446392382842,"50m"
"sub50_23",173628,FALSE,"all_pixels",7.84745692006551,7.2049962614148,4.26743567324294,159.586964904704,"squared_euclidean_pc1_pc3",706.732744580576,"sampled_pixels",10000,1,1670.20009958608,18259.8135208305,4896.2232641863,"sampled_pixels",10000,173628,15073254378,"bootstrap_mean",2.89152081739292,NA,2.89152081739292,0.0827613138209442,0.0286220708919413,2.90119691161554,2.2207147250483,2.93484845337501,"50m"
"sub50_24",166816,FALSE,"all_pixels",7.94024381850327,7.32685130387604,4.25410300718735,162.28951161178,"squared_euclidean_pc1_pc3",681.233049677094,"sampled_pixels",10000,1,2224.97114389119,14918.6674587244,3870.32105957008,"sampled_pixels",10000,166816,13913705520,"bootstrap_mean",2.83533767525212,NA,2.83533767525212,0.0113380113547874,0.00399882224038067,2.83456714427241,2.80865669834974,2.86934063930114,"50m"
"sub50_25",200712,FALSE,"all_pixels",7.94236349792311,7.10911316812228,4.47169190316932,166.154133569072,"squared_euclidean_pc1_pc3",708.990645526806,"sampled_pixels",10000,1,1635.0623053247,15203.2479874068,4153.19582589076,"sampled_pixels",10000,200712,20142553116,"bootstrap_mean",2.79410226629349,NA,2.79410226629349,0.0133701880843343,0.00478514628674295,2.79316850847735,2.76729296075967,2.82847388432686,"50m"
"sub50_26",168753,FALSE,"all_pixels",8.52316036223795,7.91754213384825,4.43495040458889,184.625862195792,"squared_euclidean_pc1_pc3",733.049521888119,"sampled_pixels",10000,1,1632.67918707983,15025.87709622,3756.19817873676,"sampled_pixels",10000,168753,14238703128,"bootstrap_mean",2.84735407739015,NA,2.84735407739015,0.0128645383455626,0.00451806765014419,2.84782493905782,2.81438300108374,2.874400128838,"50m"
"sub50_27",167394,FALSE,"all_pixels",8.94509918320822,8.35316289509112,4.59057960120245,202.176189162542,"squared_euclidean_pc1_pc3",881.8422960172,"sampled_pixels",10000,1,1457.23127230961,13667.678541559,3789.74395259743,"sampled_pixels",10000,167394,14010291921,"bootstrap_mean",2.87489149261527,NA,2.87489149261527,0.0128969517228448,0.0044860655631606,2.87478105878164,2.84845562131844,2.90740319827914,"50m"
