"scale","x_metric","x_label","y_metric","y_label","x_transform","y_transform","n","pearson_r","spearman_r","r_squared","f_statistic","f_p_value","slope","intercept","residual_shapiro_p","residual_abs_cor_fitted","abs_r"
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","sqrt","log1p",1741,0.00929611063009617,-0.00178992906540143,8.64176728469845e-05,0.150293321079958,0.698302652374264,0.000785930366508396,6.23144379713799,1.79724225444888e-26,0.0381352152761817,0.00929611063009617
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","sqrt","sqrt",1741,0.0141746593450319,-0.00178992906540143,0.000200920967547702,0.349471778773375,0.554489123992098,0.013039016105569,22.7365019646024,3.67409286968112e-17,0.0457339207038783,0.0141746593450319
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","sqrt","power_0.25",1741,0.0117132786969885,-0.00178992906540143,0.000137200897833328,0.238625100910248,0.625262499407524,0.00114593521072373,4.75755367912316,1.86286106179339e-20,0.042164311616129,0.0117132786969885
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","sqrt","power_0.5",1741,0.0141746593450319,-0.00178992906540143,0.000200920967547702,0.349471778773375,0.554489123992098,0.013039016105569,22.7365019646024,3.67409286968112e-17,0.0457339207038783,0.0141746593450319
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","sqrt","power_2",1741,0.0281370888414436,-0.00178992906540143,0.000791695768471289,1.37784977921136,0.240628479970459,1504.35794827052,293056.073858778,4.78938238240545e-42,0.0562794558313468,0.0281370888414436
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","sqrt","boxcox",1741,0.01516015833545,-0.00178992906540143,0.000229830400755912,0.399766945511827,0.527292756947521,0.0520424576263692,69.2619109405254,3.58219559204181e-17,0.0470959845345734,0.01516015833545
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","sqrt","yeojohnson",1741,0.0151680014183698,-0.00178992906540143,0.000230068267027669,0.400180785260879,0.527079073504986,0.0520256458205353,69.3451928740808,3.60811356169986e-17,0.0471089384575618,0.0151680014183698
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","power_0.25","identity",1741,-0.0052813930616075,-0.00178992906540143,2.7893112671196e-05,0.0485074759597021,0.825706882813168,-1.07451684879567,538.031961691662,3.31105714014584e-23,-0.0308271655161325,0.0052813930616075
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","power_0.25","log",1741,-0.0108004201026382,-0.00178992906540143,0.000116649074393469,0.202876405715185,0.652465190540076,-0.00437081576946516,6.25210262966284,1.48175650845648e-26,-0.0317524565977559,0.0108004201026382
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","power_0.25","log1p",1741,-0.0107915266050117,-0.00178992906540143,0.000116457046466676,0.202542391294224,0.652732574540696,-0.00435605253926049,6.25411465751839,1.79253088609592e-26,-0.0317711177864755,0.0107915266050117
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","power_0.25","sqrt",1741,-0.00833695389958863,-0.00178992906540143,6.95048003238649e-05,0.120877249312278,0.728127058151504,-0.036615673686468,22.9976542674614,3.15039294271487e-17,-0.0321346643364646,0.00833695389958863
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","power_0.25","power_0.25",1741,-0.0096555521477205,-0.00178992906540143,9.3229687277352e-05,0.162141542580625,0.687241948429736,-0.00451009966195719,4.78467170655399,1.76098478133531e-20,-0.032443217055983,0.0096555521477205
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","power_0.25","power_0.5",1741,-0.00833695389958863,-0.00178992906540143,6.95048003238649e-05,0.120877249312278,0.728127058151504,-0.036615673686468,22.9976542674614,3.15039294271487e-17,-0.0321346643364646,0.00833695389958863
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","power_0.25","power_2",1741,0.00185579070864284,-0.00178992906540143,3.44395915428501e-06,0.00598906559539892,0.938322951433727,473.727347842564,308036.171274652,3.98342636234728e-42,0.0260715973719814,0.00185579070864284
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","power_0.25","boxcox",1741,-0.00776674872484165,-0.00178992906540143,6.03223857548288e-05,0.10490695706558,0.746057663426199,-0.127297757357228,70.2434737099518,2.96060694837048e-17,-0.0319513451798013,0.00776674872484165
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","power_0.25","yeojohnson",1741,-0.00776239967788992,-0.00178992906540143,6.02548487593053e-05,0.104789496067669,0.746194966696844,-0.127119611672528,70.3259967097178,2.98100817651688e-17,-0.0319508459632016,0.00776239967788992
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","power_0.5","identity",1741,0.0190737036813363,-0.00178992906540143,0.000363806172123424,0.63288918231343,0.426406091397912,0.812778735691307,525.648221569962,4.18494167361447e-23,0.0513878876176931,0.0190737036813363
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","power_0.5","log",1741,0.00927333879251461,-0.00178992906540143,8.59948123607561e-05,0.149557839893734,0.699005576498149,0.000786014470854892,6.22938324044929,1.48521756137919e-26,0.0380913580726994,0.00927333879251461
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","power_0.5","log1p",1741,0.00929611063009617,-0.00178992906540143,8.64176728469845e-05,0.150293321079958,0.698302652374264,0.000785930366508396,6.23144379713799,1.79724225444888e-26,0.0381352152761817,0.00929611063009617
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","power_0.5","sqrt",1741,0.0141746593450319,-0.00178992906540143,0.000200920967547702,0.349471778773375,0.554489123992098,0.013039016105569,22.7365019646024,3.67409286968112e-17,0.0457339207038783,0.0141746593450319
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","power_0.5","power_0.25",1741,0.0117132786969885,-0.00178992906540143,0.000137200897833328,0.238625100910248,0.625262499407524,0.00114593521072373,4.75755367912316,1.86286106179339e-20,0.042164311616129,0.0117132786969885
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","power_0.5","power_0.5",1741,0.0141746593450319,-0.00178992906540143,0.000200920967547702,0.349471778773375,0.554489123992098,0.013039016105569,22.7365019646024,3.67409286968112e-17,0.0457339207038783,0.0141746593450319
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","power_0.5","power_2",1741,0.0281370888414436,-0.00178992906540143,0.000791695768471289,1.37784977921136,0.240628479970459,1504.35794827052,293056.073858778,4.78938238240545e-42,0.0562794558313468,0.0281370888414436
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","power_0.5","boxcox",1741,0.01516015833545,-0.00178992906540143,0.000229830400755912,0.399766945511827,0.527292756947521,0.0520424576263692,69.2619109405254,3.58219559204181e-17,0.0470959845345734,0.01516015833545
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","power_0.5","yeojohnson",1741,0.0151680014183698,-0.00178992906540143,0.000230068267027669,0.400180785260879,0.527079073504986,0.0520256458205353,69.3451928740808,3.60811356169986e-17,0.0471089384575618,0.0151680014183698
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","power_2","identity",1741,0.0757232319255726,-0.00178992906540143,0.00573400785325405,10.0289457102713,0.00156772961978401,0.000477207091190282,523.667064559402,1.02244756516164e-22,0.0717194926019256,0.0757232319255726
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","power_2","log",1741,0.0634171678110224,-0.00178992906540143,0.00402173717317137,7.0220417504845,0.00812420464093337,7.94953458498921e-07,6.21985068641578,1.70308342960514e-26,0.027561586072512,0.0634171678110224
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","power_2","log1p",1741,0.0634534784807266,-0.00178992906540143,0.00402634393130404,7.03011776855148,0.00808779694322987,7.93375282489848e-07,6.22194636762957,2.06459317990321e-26,0.0276736307683708,0.0634534784807266
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","power_2","sqrt",1741,0.0702443242236583,-0.00178992906540143,0.00493426508563843,8.62323631781342,0.00336263670678396,9.55617018568022e-06,22.6613079883193,8.12725242712492e-17,0.0514666855104947,0.0702443242236583
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","power_2","power_0.25",1741,0.0670072087481994,-0.00178992906540143,0.00448996602422478,7.84326691810813,0.00515745497529698,9.69490505068979e-07,4.747983990098,2.79661116639395e-20,0.039511218193598,0.0670072087481994
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","power_2","power_0.5",1741,0.0702443242236583,-0.00178992906540143,0.00493426508563843,8.62323631781342,0.00336263670678396,9.55617018568022e-06,22.6613079883193,8.12725242712492e-17,0.0514666855104947,0.0702443242236583
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","power_2","power_2",1741,0.0825899573860505,-0.00178992906540143,0.00682110106102964,11.943361621761,0.000561606069766287,0.653039890290637,294647.555853042,8.21045757182819e-42,0.0982403071418551,0.0825899573860505
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","power_2","boxcox",1741,0.0714445733694692,-0.00178992906540143,0.00510432706394547,8.92196539362342,0.0028570230182729,3.62713527214027e-05,69.0045047423344,8.87473132884348e-17,0.0559786714968745,0.0714445733694692
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","power_2","yeojohnson",1741,0.0714538781785709,-0.00178992906540143,0.00510565670675805,8.92430143251429,0.00285338991199362,3.62456063995961e-05,69.0881902724892,8.9478672120281e-17,0.0560175700155674,0.0714538781785709
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","boxcox","identity",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","boxcox","log",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","boxcox","log1p",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","boxcox","sqrt",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","boxcox","power_0.25",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","boxcox","power_0.5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","boxcox","power_2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","boxcox","boxcox",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","boxcox","yeojohnson",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","yeojohnson","identity",1741,0.033422900139802,-0.00178992906540143,0.00111709025375517,1.94479245998286,0.163327236557235,0.302040993919836,522.135642470158,5.22610560894411e-23,0.0606527896486357,0.033422900139802
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","yeojohnson","log",1741,0.0216912661161964,-0.00178992906540143,0.000470511025723656,0.818603835863911,0.36571401348676,0.000389909462868085,6.22196048053583,1.49493410958348e-26,0.039044363298298,0.0216912661161964
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","yeojohnson","log1p",1741,0.021720699891698,-0.00178992906540143,0.000471788803785206,0.820827987236685,0.36506370260056,0.000389440450316153,6.22403941794247,1.80960118796702e-26,0.039105880352498,0.021720699891698
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","yeojohnson","sqrt",1741,0.0277295686810477,-0.00178992906540143,0.000768928979236942,1.338196472941,0.247511154255483,0.00540953286447265,22.6569367957425,4.30876679451832e-17,0.0509816749685423,0.0277295686810477
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","yeojohnson","power_0.25",1741,0.0247448095779079,-0.00178992906540143,0.000612305601046921,1.06545182233906,0.3021185646675,0.000513393258206085,4.74899807329827,1.98464231738194e-20,0.0449893207279011,0.0247448095779079
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","yeojohnson","power_0.5",1741,0.0277295686810477,-0.00178992906540143,0.000768928979236942,1.338196472941,0.247511154255483,0.00540953286447265,22.6569367957425,4.30876679451832e-17,0.0509816749685423,0.0277295686810477
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","yeojohnson","power_2",1741,0.0431063879284497,-0.00178992906540143,0.001858160680238,3.23735695233059,0.0721499704422175,488.762766059252,289447.271113871,5.60085526036315e-42,0.0709615227572126,0.0431063879284497
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","yeojohnson","boxcox",1741,0.0289002480439004,-0.00178992906540143,0.000835224336998976,1.45366926198678,0.228104121652385,0.0210397264108221,68.9670327808695,4.34416568439202e-17,0.0532338045048948,0.0289002480439004
"10m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","yeojohnson","yeojohnson",1741,0.0289096153179926,-0.00178992906540143,0.000835765857834315,1.45461254227308,0.227953331521135,0.0210288677680244,69.0505771542715,4.37694255110165e-17,0.053253536493189,0.0289096153179926
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_alpha","Raw PCA alpha hull","identity","identity",1741,0.0573613355193954,0.0363631889286604,0.00329032281256866,5.74076032571809,0.0166807281297006,0.0485616481190177,520.897127857845,3.25896150487004e-23,0.000954176979805896,0.0573613355193954
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_alpha","Raw PCA alpha hull","identity","log",1741,0.0652255134192333,0.0363631889286604,0.00425436760080259,7.42995501769841,0.00647903658639417,0.000109837030577446,6.20708967282234,2.35298601542334e-26,-0.0280326831286323,0.0652255134192333
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_alpha","Raw PCA alpha hull","identity","log1p",1741,0.0652216479418611,0.0363631889286604,0.00425386336025206,7.42907063485266,0.00648220776191778,0.000109549756237079,6.20923017322821,2.85092819964501e-26,-0.0279557536395765,0.0652216479418611
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_alpha","Raw PCA alpha hull","identity","sqrt",1741,0.0622718486752791,0.0363631889286604,0.00387778313743686,6.76971636797968,0.00935046358103281,0.00113804860868183,22.5592260376091,4.88051785980875e-17,-0.012252808208124,0.0622718486752791
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_alpha","Raw PCA alpha hull","identity","power_0.25",1741,0.0640392034059153,0.0363631889286604,0.0041010195728642,7.16104060489358,0.00752033358704807,0.000124469908510341,4.73509051237569,2.99055507241262e-20,-0.0200198771090238,0.0640392034059153
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_alpha","Raw PCA alpha hull","identity","power_0.5",1741,0.0622718486752791,0.0363631889286604,0.00387778313743686,6.76971636797968,0.00935046358103281,0.00113804860868183,22.5592260376091,4.88051785980875e-17,-0.012252808208124,0.0622718486752791
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_alpha","Raw PCA alpha hull","identity","power_2",1741,0.0432729180376729,0.0363631889286604,0.00187254543549516,3.26246562744522,0.0710552959712038,45.9647674467261,296624.861920137,3.4247433944965e-42,0.0130822450368094,0.0432729180376729
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_alpha","Raw PCA alpha hull","identity","boxcox",1741,0.0614254410120851,0.0363631889286604,0.00377308480352915,6.58624493401002,0.0103600430320602,0.0041892782339241,68.653720103003,4.16647478621636e-17,-0.00944100311054162,0.0614254410120851
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_alpha","Raw PCA alpha hull","identity","yeojohnson",1741,0.0614185912035857,0.0363631889286604,0.00377224334543318,6.58477053453841,0.0103685941613332,0.00418529266132481,68.7379394797124,4.19188611963338e-17,-0.00941444305234735,0.0614185912035857
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_alpha","Raw PCA alpha hull","log","identity",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_alpha","Raw PCA alpha hull","log","log",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_alpha","Raw PCA alpha hull","log","log1p",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_alpha","Raw PCA alpha hull","log","sqrt",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_alpha","Raw PCA alpha hull","log","power_0.25",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_alpha","Raw PCA alpha hull","log","power_0.5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_alpha","Raw PCA alpha hull","log","power_2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_alpha","Raw PCA alpha hull","log","boxcox",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_alpha","Raw PCA alpha hull","log","yeojohnson",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_alpha","Raw PCA alpha hull","log1p","identity",1741,-0.0150117026333386,0.0363631889286604,0.000225351215951781,0.391974096379389,0.531345717779648,-2.12545576240414,545.906699872732,3.66862432145921e-23,0.0124871209015765,0.0150117026333386
"10m","phy_afaith","Abundance-weighted Faith's PD","spec_alpha","Raw PCA alpha hull","log1p","log",1741,-0.00916461548472108,0.0363631889286604,8.39901769827892e-05,0.146071186317861,0.702365207938928,-0.00258103253598586,6.25177860485283,1.46606925018108e-26,-0.000232765633448999,0.00916461548472108
